isie_code,governorate_ar,delegation_ar,governorate_name,delegation_name,id_delegation,id_delegation_salb_un,region_name,lat,lon,stations,match_method,match_score,match_margin,corroboration
1012,نابل,قرنبالية,Nabeul,Grombalia,1564,TUN015007,Nord Est,36.6003345984905,10.4337978191084,50,skeleton,0.8000,0.0500,1.0000
1013,نابل,قليبية,Nabeul,Kelibia,1557,TUN015010,Nord Est,36.8456415637367,11.0936428864264,47,skeleton,1.0000,0.3333,1.0000
1014,نابل,منزل بوزلفة,Nabeul,Menzel Bouzelfa,1562,TUN015012,Nord Est,36.683053,10.58443,31,skeleton,1.0000,0.4667,1.0000
1015,نابل,منزل تميم,Nabeul,Menzel Temime,1555,TUN015013,Nord Est,36.780817149896,10.9938499644427,52,skeleton,1.0000,0.4667,0.8000
1016,نابل,نابل,Nabeul,Nabeul,1551,TUN015014,Nord Est,36.4513379639031,10.7353999245707,58,skeleton,1.0000,0.5000,1.0000
2101,صفاقس,الحنشة,Sfax,El Hencha,3460,TUN016005,Centre Est,35.1231058215717,10.7414044653295,45,skeleton,1.0000,0.6000,1.0000
2102,صفاقس,الصخيرة,Sfax,Skhira,3464,TUN016015,Centre Est,34.298136,10.074742,43,skeleton,1.0000,0.2500,1.0000
2103,صفاقس,العامرة,Sfax,El Amra,3459,TUN016004,Centre Est,34.9403315315361,10.8630852433,26,skeleton,1.0000,0.3333,0.8000
2104,صفاقس,الغريبة,Sfax,Ghraiba,3462,TUN016006,Centre Est,34.4960168043569,10.2122639599576,15,skeleton,1.0000,0.3333,1.0000
2105,صفاقس,المحرس,Sfax,Mahres,3465,TUN016008,Centre Est,34.5231736534753,10.4978654680511,33,skeleton,1.0000,0.3333,1.0000
2106,صفاقس,بئر علي بن خليفة,Sfax,Bir ali Ben Kelifa,3463,TUN016002,Centre Est,34.7362004110653,10.0931107702423,66,skeleton,1.0000,0.6364,1.0000
2107,صفاقس,جبنيانة,Sfax,Djebeniana,3458,TUN016003,Centre Est,35.0351829492338,10.9090045793756,42,skeleton,1.0000,0.6000,1.0000
2108,صفاقس,ساقية الداير,Sfax,Sakiet Eddaier,3454,TUN016010,Centre Est,34.8004766443581,10.7837038117689,81,skeleton,0.8889,0.0317,1.0000
2109,صفاقس,ساقية الزيت,Sfax,Sakiet Ezzit,3453,TUN016011,Centre Est,34.8031749934018,10.7611886650031,78,skeleton,0.8889,0.2222,1.0000
2110,صفاقس,صفاقس الجنوبية,Sfax,Sfax Sud,3455,TUN016013,Centre Est,34.7832508860101,10.7226492980779,87,skeleton,1.0000,0.6364,0.6667
2111,صفاقس,صفاقس الغربية,Sfax,Sfax Ouest,3452,TUN016012,Centre Est,34.7358108294936,10.7413416412841,77,skeleton,1.0000,0.4000,0.5714
2112,صفاقس,صفاقس المدينة,Sfax,Sfax Ville,3451,TUN016014,Centre Est,34.7405076015418,10.7585036091073,76,skeleton,1.0000,0.5000,1.0000
2113,صفاقس,طينة,Sfax,Tina,3456,TUN016016,Centre Est,34.6850507056166,10.704446108615,40,skeleton,1.0000,0.6000,1.0000
2114,صفاقس,عقارب,Sfax,Agareb,3457,TUN016001,Centre Est,34.7411957114028,10.5282151066633,40,skeleton,1.0000,0.3333,1.0000
2115,صفاقس,قرقنة,Sfax,Kerkenah,3466,TUN016007,Centre Est,34.7439886328436,11.2281662000524,18,skeleton,0.8889,0.3175,0.6667
2116,صفاقس,منزل شاكر,Sfax,Menzel Chaker,3461,TUN016009,Centre Est,34.9700549040926,10.3715552273507,39,skeleton,1.0000,0.5556,1.0000
1406,سيدي بوزيد,أولاد حفوز,Sidi Bouzid,Ouled Haffouz,4362,TUN017007,Centre Ouest,35.0821358757475,9.87136562153227,26,skeleton,1.0000,0.6000,1.0000
1401,سيدي بوزيد,الرقاب,Sidi Bouzid,Regueb,4361,TUN017008,Centre Ouest,34.859309489074,9.78673275444985,44,skeleton,1.0000,0.7143,1.0000
1402,سيدي بوزيد,السعيدة,Sidi Bouzid,,,,,,,22,no_ins_counterpart,0.5714,0.1270,
1403,سيدي بوزيد,المزونة,Sidi Bouzid,Mezzouna,4360,TUN017006,Centre Ouest,34.577528,9.841839,28,skeleton,1.0000,0.3333,1.0000
1404,سيدي بوزيد,المكناسي,Sidi Bouzid,Meknassy,4358,TUN017004,Centre Ouest,34.6387523866969,9.613793576544,24,skeleton,1.0000,0.5000,1.0000
1405,سيدي بوزيد,الهيشرية,Sidi Bouzid,,,,,,,14,no_ins_counterpart,0.3333,0.0476,
1407,سيدي بوزيد,بئر الحفي,Sidi Bouzid,Bir El Hafey,4355,TUN017001,Centre Ouest,34.9275226502715,9.19224276367583,36,skeleton,1.0000,0.6364,1.0000
1408,سيدي بوزيد,جلمة,Sidi Bouzid,Jilma,4353,TUN017003,Centre Ouest,35.2718010704354,9.42244379262345,37,skeleton,1.0000,0.7143,1.0000
1409,سيدي بوزيد,سبالة اولاد عسكر,Sidi Bouzid,Cebalet Ouled Asker,4354,TUN017002,Centre Ouest,35.178217,9.280102,21,skeleton,0.9474,0.5188,0.5333
1410,سيدي بوزيد,سوق الجديد,Sidi Bouzid,Souk Jedid,4359,TUN017012,Centre Ouest,34.9379222756398,9.56226687296103,25,skeleton,1.0000,0.6000,1.0000
1411,سيدي بوزيد,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,TUN017011,Centre Ouest,35.0397031758561,9.49380591151303,43,skeleton,1.0000,0.5000,0.6667
1412,سيدي بوزيد,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,TUN017010,Centre Ouest,35.0397031758561,9.49380591151303,59,skeleton,1.0000,0.5000,1.0000
1413,سيدي بوزيد,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,TUN017009,Centre Ouest,34.85114,9.143586,26,skeleton,1.0000,0.6000,1.0000
1414,سيدي بوزيد,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,TUN017005,Centre Ouest,34.5731116183406,9.42739043759074,35,skeleton,1.0000,0.4667,1.0000
0701,سليانة,الروحية,Siliana,Er-Rouhia,2458,TUN018006,Nord Ouest,35.6523901735895,9.05595243150605,32,skeleton,1.0000,0.3333,1.0000
0702,سليانة,العروسة,Siliana,El Aroussa,2461,TUN018004,Nord Ouest,36.378945,9.451544,11,skeleton,1.0000,0.2500,1.0000
0703,سليانة,الكريب,Siliana,El Krib,2455,TUN018005,Nord Ouest,36.3548703978182,9.10154096582791,21,skeleton,1.0000,0.3333,1.0000
0704,سليانة,برقو,Siliana,Bargou,2460,TUN018001,Nord Ouest,36.1058897903336,9.61445905126772,18,skeleton,1.0000,0.3333,1.0000
0705,سليانة,بورويس,Siliana,Bourouis,2456,TUN018003,Nord Ouest,36.1784367325395,9.12645691334766,15,skeleton,1.0000,0.2500,1.0000
0706,سليانة,بوعرادة,Siliana,Bou Arada,2453,TUN018002,Nord Ouest,36.3510515449576,9.62416773848199,21,skeleton,1.0000,0.3333,1.0000
0707,سليانة,سليانة الجنوبية,Siliana,Siliana Sud,2452,TUN018011,Nord Ouest,36.081947169998,9.36711466728733,38,skeleton,1.0000,0.8000,1.0000
0708,سليانة,سليانة الشمالية,Siliana,Siliana Nord,2451,TUN018010,Nord Ouest,36.0873716577026,9.37332169276958,35,skeleton,1.0000,0.7778,1.0000
0709,سليانة,قعفور,Siliana,Gaafour,2454,TUN018007,Nord Ouest,36.3233249948678,9.32396738205966,18,skeleton,1.0000,0.4286,1.0000
0710,سليانة,كسرى,Siliana,Kesra,2459,TUN018008,Nord Ouest,35.813648821385,9.36525393614045,19,skeleton,1.0000,0.3333,
0711,سليانة,مكثر,Siliana,Makthar,2457,TUN018009,Nord Ouest,35.8559175992508,9.20571678516091,31,skeleton,1.0000,0.4286,
1801,سوسة,أكودة,Sousse,Akouda,3156,TUN019001,Centre Est,35.8660120291262,10.5710186372875,28,skeleton,1.0000,0.4286,1.0000
1802,سوسة,الزاوية - القصيبة - الثريات,Sousse,Zaouia - Ksiba - Thrayet,3166,TUN019017,Centre Est,35.778312620476,10.6256070207299,24,skeleton,1.0000,0.5385,0.6667
1803,سوسة,القلعة الصغرى,Sousse,Kalaâ Seghira,3165,TUN019007,Centre Est,35.8227621922752,10.5688951300585,28,skeleton,1.0000,0.4000,1.0000
1804,سوسة,القلعة الكبرى,Sousse,Kalaâ Kebira,3157,TUN019006,Centre Est,35.869876,10.53492,37,skeleton,1.0000,0.4000,1.0000
1805,سوسة,النفيضة,Sousse,Enfidha,3160,TUN019003,Centre Est,36.133818,10.377455,42,skeleton,1.0000,0.4286,1.0000
1806,سوسة,بوفيشة,Sousse,Bouficha,3161,TUN019002,Centre Est,36.301785518236,10.4534159878753,23,skeleton,1.0000,0.5556,1.0000
1807,سوسة,حمام سوسة,Sousse,Hammam Sousse,3155,TUN019004,Centre Est,35.8901178181063,10.5949035981062,43,skeleton,1.0000,0.4000,1.0000
1808,سوسة,سوسة الرياض,Sousse,Sousse Riadh,3152,TUN019016,Centre Est,35.801726483001,10.5989280646154,49,skeleton,1.0000,0.3333,0.7500
1809,سوسة,سوسة المدينة,Sousse,Sousse Medina,3151,TUN019013,Centre Est,35.8280120700423,10.6334156303084,31,skeleton,1.0000,0.2727,1.0000
1810,سوسة,سوسة جوهرة,Sousse,Sousse Jawhara,3153,TUN019012,Centre Est,35.82492,10.6233,57,skeleton,1.0000,0.3333,0.7273
1811,سوسة,سوسة سيدي عبد الحميد,Sousse,Sousse Sidi Abdelhamid,3154,TUN019015,Centre Est,35.81021,10.63634,35,skeleton,0.9474,0.3759,0.8889
1812,سوسة,سيدي الهاني,Sousse,Sidi El Héni,3163,TUN019011,Centre Est,35.6812389980323,10.3139822488314,15,skeleton,1.0000,0.5000,0.8889
1813,سوسة,سيدي بوعلي,Sousse,Sidi Bou Ali,3158,TUN019010,Centre Est,35.956279912271,10.4705292427312,16,skeleton,1.0000,0.4667,1.0000
1814,سوسة,كندار,Sousse,Kondar,3162,TUN019008,Centre Est,35.9326166410087,10.3001004220143,12,skeleton,1.0000,0.4286,1.0000
1815,سوسة,مساكن,Sousse,M’saken,3164,TUN019009,Centre Est,35.7269654532678,10.5821376310443,65,skeleton,1.0000,0.5000,1.0000
1816,سوسة,هرقلة,Sousse,Hergla,3159,TUN019005,Centre Est,36.0299167392221,10.5081369331873,8,skeleton,1.0000,0.5556,1.0000
2401,تطاوين,البئر الأحمر,Tataouine,Bir Lahmar,5354,TUN020001,Sud Est,33.2171637522279,10.4867021903497,12,skeleton,0.9091,0.4091,1.0000
2402,تطاوين,الصمار,Tataouine,Smâr,5353,TUN020005,Sud Est,32.9966879530769,10.8221352487705,10,skeleton,1.0000,0.5000,1.0000
2403,تطاوين,بني مهيرة,Tataouine,,,,,,,12,no_ins_counterpart,0.5455,0.0455,
2404,تطاوين,تطاوين الجنوبية,Tataouine,Tataouine Sud,5352,TUN020007,Sud Est,32.9254443510444,10.4398464692002,40,skeleton,1.0000,0.8000,1.0000
2405,تطاوين,تطاوين الشمالية,Tataouine,Tataouine Nord,5351,TUN020006,Sud Est,32.9318629503354,10.4543517285844,65,skeleton,1.0000,0.7778,1.0000
2406,تطاوين,ذهيبة,Tataouine,Dhehiba,5356,TUN020002,Sud Est,32.0104044734881,10.7000814529898,8,skeleton,1.0000,0.6667,0.8000
2407,تطاوين,رمادة,Tataouine,Remada,5357,TUN020004,Sud Est,32.3161333848832,10.3977575567299,16,skeleton,1.0000,0.5556,1.0000
2408,تطاوين,غمراسن,Tataouine,Ghomrassen,5355,TUN020003,Sud Est,33.059043143807,10.3367650970179,23,skeleton,1.0000,0.5000,1.0000
1601,توزر,تمغزة,Tozeur,Tameghza,6253,TUN021004,Sud Ouest,34.3871121154121,7.93601835333243,11,skeleton,1.0000,0.4286,1.0000
1602,توزر,توزر,Tozeur,Tozeur,6251,TUN021005,Sud Ouest,33.9223527256091,8.13242483922399,36,skeleton,0.8571,0.3571,1.0000
1603,توزر,حامة الجريد,Tozeur,,,,,,,7,no_ins_counterpart,0.2500,0.0000,
1604,توزر,حزوة,Tozeur,Hazoua,6255,TUN021002,Sud Ouest,33.7372926213532,7.59401828522382,6,skeleton,1.0000,0.6667,1.0000
1605,توزر,دقاش,Tozeur,Degach,6252,TUN021001,Sud Ouest,33.9925416973667,8.22865770453533,22,skeleton,1.0000,1.0000,1.0000
1606,توزر,نفطة,Tozeur,Nefta,6254,TUN021003,Sud Ouest,33.8709224621563,7.87916061274792,19,skeleton,1.0000,0.6667,1.0000
0101,تونس,التحرير,Tunis,Ettahrir,1157,TUN022012,Nord Est,36.825026981616,10.127204906943,14,skeleton,1.0000,0.2000,1.0000
0102,تونس,الحرائرية,Tunis,El Hrairia,1163,TUN022006,Nord Est,36.793533013278,10.0955289359938,68,skeleton,1.0000,0.2000,1.0000
0103,تونس,الزهور,Tunis,Ezzouhour,1162,TUN022013,Nord Est,36.79573,10.13825,29,skeleton,0.8889,0.2222,
0104,تونس,السيجومي,Tunis,Sijoumi,1161,TUN022021,Nord Est,36.7942159370355,10.1589662690431,22,skeleton,1.0000,0.5000,1.0000
0105,تونس,العمران,Tunis,El Omrane,1155,TUN022009,Nord Est,36.8155818385841,10.1638297803619,34,skeleton,1.0000,0.3333,1.0000
0106,تونس,العمران الاعلى,Tunis,El Omrane Supérieur,1156,TUN022010,Nord Est,36.835452108814,10.1289367719072,38,skeleton,1.0000,0.1429,1.0000
0107,تونس,الكبارية,Tunis,El Kabaria,1166,TUN022007,Nord Est,36.7594525975666,10.1942315991145,50,skeleton,1.0000,0.3333,1.0000
0108,تونس,الكرم,Tunis,Le Kram,1170,TUN022018,Nord Est,36.8331915062167,10.3162119072237,40,skeleton,1.0000,0.3333,1.0000
0109,تونس,المدينة,Tunis,La Medina,1152,TUN022016,Nord Est,36.7978614436867,10.1723838327023,35,skeleton,1.0000,0.3333,
0110,تونس,المرسى,Tunis,La Marsa,1171,TUN022015,Nord Est,36.8848899403142,10.3121523601272,72,skeleton,1.0000,0.3333,1.0000
0111,تونس,المنزه,Tunis,El Menzah,1158,TUN022008,Nord Est,36.8453019294121,10.1649631552314,36,skeleton,1.0000,0.4286,
0112,تونس,الوردية,Tunis,El Ouardia,1165,TUN022011,Nord Est,36.7728241035916,10.1799121925657,30,skeleton,1.0000,0.3333,1.0000
0113,تونس,باب البحر,Tunis,Bab El Bhar,1153,TUN022001,Nord Est,36.8126749456466,10.1768408192353,32,skeleton,1.0000,0.2000,1.0000
0114,تونس,باب سويقة,Tunis,Bab Souika,1154,TUN022002,Nord Est,36.8063267587731,10.165256925284,35,skeleton,1.0000,0.5000,1.0000
0115,تونس,باردو,Tunis,Le Bardo,1160,TUN022017,Nord Est,36.812910749583,10.1363540125863,63,skeleton,0.8571,0.2857,1.0000
0116,تونس,جبل الجلود,Tunis,Djebel Djelloud,1168,TUN022005,Nord Est,36.7715567596733,10.2087020390659,18,skeleton,1.0000,0.6000,1.0000
0117,تونس,حلق الوادي,Tunis,La Goulette,1169,TUN022014,Nord Est,36.8167095164562,10.3035763109548,34,manual,1.0000,,1.0000
0118,تونس,حي الخضراء,Tunis,Cité El Khadhra,1159,TUN022004,Nord Est,36.8308238753058,10.1959103506223,26,skeleton,1.0000,0.3333,1.0000
0119,تونس,سيدي البشير,Tunis,Sidi El Béchir,1167,TUN022019,Nord Est,36.7922478679224,10.1766698605798,20,skeleton,1.0000,0.5000,0.5714
0120,تونس,سيدي حسين,Tunis,Sidi Hassine,1164,TUN022020,Nord Est,36.7571524458503,10.0734110209145,65,skeleton,1.0000,0.6000,1.0000
0121,تونس,قرطاج,Tunis,Carthage,1151,TUN022003,Nord Est,36.8572717787441,10.3227442480325,25,skeleton,0.7500,0.1786,1.0000
1101,زغوان,الزريبة,Zaghouan,Ez-Zeriba,1652,TUN023004,Nord Est,36.2990610525496,10.266702161424,19,skeleton,1.0000,0.7143,1.0000
1102,زغوان,الفحص,Zaghouan,El Fahs,1654,TUN023002,Nord Est,36.373244137808,9.90326666407591,48,skeleton,1.0000,0.6667,1.0000
1103,زغوان,الناظور,Zaghouan,En-Nadhour,1655,TUN023003,Nord Est,36.123892,10.093099,29,skeleton,0.7500,0.1786,1.0000
1104,زغوان,بئر مشارقة,Zaghouan,Bir Mchergua,1653,TUN023001,Nord Est,36.514335758592,9.95780629278914,22,skeleton,1.0000,0.7778,1.0000
1105,زغوان,زغوان,Zaghouan,Zaghouan,1651,TUN023006,Nord Est,36.4011746051643,10.1436140152118,37,skeleton,1.0000,0.7143,1.0000
1106,زغوان,صواف,Zaghouan,Saouaf,1656,TUN023005,Nord Est,36.2272812860595,10.1725093460014,15,skeleton,1.0000,0.6667,1.0000
